adp_number,sdp_number,avg_adp_hops,avg_sdp_hops,avg_adp_length,avg_sdp_length,demand,src,dst
4,1,25.75,14,12539.53,1893.44,0,635,449
4,1,21.25,13,9518.80,1235.07,0,449,6
4,1,12.00,8,5952.40,1288.42,0,936,402
4,1,12.00,11,6138.92,1345.58,0,929,402
4,1,11.50,5,4666.50,245.90,0,742,402
4,1,18.50,6,7632.52,357.09,0,734,402
4,1,7.75,5,2048.70,210.47,0,733,402
4,1,13.50,9,7396.61,1261.66,0,635,402
4,1,9.75,7,4937.92,673.69,0,402,6
4,1,16.50,10,5812.67,751.18,0,449,402
4,1,21.75,13,10287.49,1970.34,0,935,358
4,1,22.00,13,9756.62,1966.81,0,929,358
4,1,15.50,8,6817.93,1230.10,0,742,358
4,1,20.75,10,7848.35,1391.11,0,733,358
4,1,20.00,10,9045.94,1779.20,0,358,6
4,1,28.25,18,10464.55,2107.79,0,449,358
4,1,21.25,13,9189.97,1476.00,0,402,358
4,1,14.50,9,7573.46,1452.16,0,936,138
4,1,15.50,9,9045.85,1934.33,0,935,138
4,1,14.75,9,7305.19,1930.81,0,929,138
4,1,8.00,1,3696.27,98.22,0,742,138
4,1,15.00,2,6662.29,209.41,0,734,138
4,1,9.25,1,3839.40,62.79,0,733,138
4,1,14.50,5,8214.35,1113.98,0,635,138
4,1,13.25,6,7101.76,1743.20,0,138,6
4,1,17.00,9,7772.55,779.47,0,449,138
4,1,11.00,4,4469.72,147.68,0,402,138
4,1,19.00,9,7508.44,1328.32,0,358,138
4,1,7.50,5,3851.87,923.34,0,1248,936
4,1,4.75,2,2877.16,273.71,0,1248,935
4,1,14.50,6,8236.82,1562.40,0,1248,742
4,1,21.25,7,10245.97,1673.60,0,1248,734
4,1,12.75,8,6954.86,1723.41,0,1248,733
4,1,6.00,2,3330.72,401.71,0,1248,6
4,1,24.25,15,11453.83,1636.78,0,1248,449
4,1,11.25,9,6025.55,1075.40,0,1248,402
4,1,20.75,11,9478.46,1696.63,0,1248,358
4,1,14.00,7,7141.43,1660.62,0,1248,138
4,1,5.50,4,3682.16,530.23,0,1247,935
4,1,12.75,4,7461.37,1305.88,0,1247,742
4,1,19.50,5,9470.52,1417.07,0,1247,734
4,1,12.25,6,6892.99,1466.89,0,1247,733
4,1,6.00,1,4085.48,339.10,0,1247,6
4,1,22.25,14,10031.99,2183.56,0,1247,449
4,1,10.25,8,5717.25,1012.79,0,1247,402
4,1,12.75,5,7461.37,1404.10,0,1247,138
4,1,7.75,4,4607.47,827.11,0,1246,936
4,1,5.50,3,3682.16,369.94,0,1246,935
4,1,5.50,3,3583.28,366.42,0,1246,929
4,1,13.50,5,7939.30,1466.31,0,1246,742
4,1,20.25,6,9012.25,1577.50,0,1246,734
4,1,11.25,7,6493.44,1627.32,0,1246,733
4,1,6.50,3,4466.81,585.64,0,1246,635
4,1,4.75,1,2828.50,305.47,0,1246,6
4,1,22.50,14,11136.15,1540.55,0,1246,449
4,1,10.00,8,5523.33,979.16,0,1246,402
4,1,19.75,10,9180.94,1600.53,0,1246,358
4,1,13.00,6,6843.91,1564.53,0,1246,138
4,1,4.25,1,3305.12,96.24,0,1248,1246
4,1,4.00,1,3127.19,160.43,0,1247,1246
3,3,7.00,7,4206.62,4206.62,0,939,635
3,2,4.00,3,1796.85,257.12,0,941,935
3,2,3.00,2,526.89,234.00,0,939,935
3,2,3.00,2,843.24,132.63,0,939,934
3,2,3.67,3,1555.37,257.12,0,934,933
3,2,5.00,3,1665.08,1047.37,0,941,931
3,2,5.33,4,1972.49,1440.81,0,934,931
3,2,3.33,2,1524.06,132.63,0,941,929
3,2,3.33,2,1675.51,234.00,0,933,929
3,2,5.67,2,1547.06,566.85,0,742,735
3,2,5.67,2,3548.22,566.85,0,744,734
3,2,12.00,10,8001.61,5225.35,0,930,733
3,2,6.67,2,3538.18,1433.53,0,981,636
3,2,6.67,6,4116.48,2815.34,0,941,635
3,2,20.33,14,6491.72,3242.83,0,706,449
3,2,11.33,11,5410.33,3561.46,0,939,402
3,2,15.33,10,7075.60,3292.12,0,735,358
3,2,5.67,2,1374.78,373.30,0,744,138
3,2,6.00,3,1578.45,729.21,0,735,138
3,2,3.67,3,1783.48,662.15,0,1248,939
3,2,5.00,4,3108.70,1689.48,0,1247,941
3,2,5.33,5,3198.85,1346.40,0,1247,939
3,2,4.33,3,2249.27,1261.86,0,1246,941
3,2,5.33,4,2462.57,1536.34,0,1246,939
3,1,10.33,3,6058.99,1018.59,0,993,981
3,1,9.00,2,5292.99,521.50,0,993,951
3,1,4.67,1,4155.95,139.38,0,981,951
3,1,10.00,5,5724.69,1049.60,0,993,941
3,1,15.00,8,8148.20,2068.19,0,981,941
3,1,13.00,7,7117.02,1571.10,0,951,941
3,1,10.33,6,5800.31,1233.93,0,993,939
3,1,15.33,9,8822.39,2252.52,0,981,939
3,1,13.67,8,7388.69,1755.43,0,951,939
3,1,3.00,1,1163.54,16.47,0,941,939
3,1,10.00,6,6801.11,1793.61,0,993,936
3,1,15.00,9,9239.14,2812.20,0,981,936
3,1,13.00,8,8207.97,2315.11,0,951,936
3,1,7.00,5,2377.67,334.15,0,941,936
3,1,6.67,4,2296.94,317.69,0,939,936
3,1,10.00,5,5976.28,1183.87,0,993,935
3,1,14.67,8,9478.83,2202.46,0,981,935
3,1,12.67,7,7913.83,1705.36,0,951,935
3,1,9.67,4,5686.66,1035.92,0,993,934
3,1,14.67,7,8124.70,2054.51,0,981,934
3,1,12.67,6,7093.52,1557.42,0,951,934
3,1,3.00,1,1380.81,13.68,0,941,934
3,1,7.33,6,3417.55,1154.38,0,936,934
3,1,3.00,2,839.06,98.31,0,935,934
3,1,10.33,5,6391.63,1643.74,0,993,933
3,1,15.33,8,8860.92,2662.33,0,981,933
3,1,13.33,7,7966.36,2165.24,0,951,933
3,1,3.33,2,1247.95,56.54,0,941,933
3,1,3.00,1,1241.31,40.07,0,939,933
3,1,6.00,3,1531.66,277.61,0,936,933
3,1,3.33,1,1680.20,88.59,0,935,933
3,1,9.33,4,6602.19,1579.87,0,993,931
3,1,14.33,7,9040.22,2598.46,0,981,931
3,1,12.33,6,8009.05,2101.36,0,951,931
3,1,4.67,2,1658.43,103.94,0,939,931
3,1,5.33,2,2283.93,213.74,0,936,931
3,1,4.33,2,2040.50,152.46,0,935,931
3,1,4.33,1,1641.68,63.87,0,933,931
3,1,10.00,5,6723.30,1723.38,0,993,930
3,1,15.00,8,9161.33,2741.97,0,981,930
3,1,13.00,7,8130.16,2244.88,0,951,930
3,1,7.33,4,2635.92,263.92,0,941,930
3,1,6.67,3,2293.21,247.46,0,939,930
3,1,4.33,1,1056.02,70.23,0,936,930
3,1,5.33,3,1363.71,295.98,0,935,930
3,1,7.33,5,3413.82,1377.89,0,934,930
3,1,6.00,2,1453.84,207.39,0,933,930
3,1,5.33,1,2132.03,143.51,0,931,930
3,1,9.67,5,5328.48,1179.17,0,993,929
3,1,14.67,8,8304.60,2197.76,0,981,929
3,1,12.67,7,7273.43,1700.67,0,951,929
3,1,2.33,1,311.88,54.76,0,939,929
3,1,2.33,1,709.88,47.73,0,934,929
3,1,5.00,3,2092.63,158.71,0,931,929
3,1,6.00,4,1415.84,302.22,0,930,929
3,1,11.67,4,6895.58,1369.75,0,993,744
3,1,9.33,3,6333.19,987.63,0,981,744
3,1,9.00,2,5836.10,848.25,0,951,744
3,1,14.00,9,7393.34,2963.42,0,941,744
3,1,14.00,10,7248.40,2603.68,0,939,744
3,1,12.33,10,7971.75,3163.36,0,936,744
3,1,13.33,9,7904.84,2553.62,0,935,744
3,1,13.33,8,7134.76,2405.67,0,934,744
3,1,14.00,9,8371.17,3013.49,0,933,744
3,1,13.33,8,7875.23,2949.62,0,931,744
3,1,13.33,9,8172.20,3093.13,0,930,744
3,1,13.67,9,7192.31,2548.92,0,929,744
3,1,10.67,3,6434.20,1264.28,0,993,742
3,1,8.33,2,6056.95,882.16,0,981,742
3,1,8.00,1,5559.86,742.78,0,951,742
3,1,13.00,8,6931.96,2857.95,0,941,742
3,1,13.00,9,6787.03,2498.21,0,939,742
3,1,12.33,7,6673.38,2300.20,0,934,742
3,1,13.00,8,7909.80,2908.02,0,933,742
3,1,12.33,7,7413.85,2844.15,0,931,742
3,1,12.33,8,7710.82,2987.66,0,930,742
3,1,2.33,1,834.68,105.47,0,744,742
3,1,15.00,9,7251.72,1907.47,0,993,737
3,1,13.33,8,7010.61,1525.35,0,981,737
3,1,13.00,7,6513.51,1385.98,0,951,737
3,1,15.00,12,6942.77,1868.97,0,941,737
3,1,15.33,13,7313.81,1885.44,0,939,737
3,1,13.67,10,7730.70,1953.87,0,936,737
3,1,15.33,13,7211.71,2574.97,0,935,737
3,1,15.00,12,7031.45,1872.32,0,934,737
3,1,15.33,12,7611.62,1919.04,0,933,737
3,1,14.33,11,7281.99,1855.17,0,931,737
3,1,15.67,11,7536.73,2024.10,0,930,737
3,1,17.00,13,7548.45,2015.57,0,929,737
3,1,8.33,7,2164.39,649.10,0,744,737
3,1,8.67,6,2321.30,643.19,0,742,737
3,1,13.33,5,7038.66,1521.98,0,993,735
3,1,11.33,4,6536.48,1139.86,0,981,735
3,1,11.00,3,6039.38,1000.49,0,951,735
3,1,15.67,10,7510.85,3115.65,0,941,735
3,1,15.67,11,7391.48,2755.91,0,939,735
3,1,14.00,11,8089.27,3315.59,0,936,735
3,1,15.00,10,8047.91,2705.85,0,935,735
3,1,15.33,9,7286.12,2557.90,0,934,735
3,1,15.67,10,7974.07,3165.72,0,933,735
3,1,15.00,9,8756.35,3101.85,0,931,735
3,1,15.00,10,8289.71,3245.36,0,930,735
3,1,15.33,10,8020.73,2701.15,0,929,735
3,1,6.00,1,1552.96,152.23,0,744,735
3,1,8.67,7,2368.06,337.02,0,737,735
3,1,12.67,4,7452.28,1412.54,0,993,734
3,1,9.33,3,6375.98,1030.41,0,981,734
3,1,9.00,2,5878.88,891.04,0,951,734
3,1,16.67,9,9276.32,3006.20,0,941,734
3,1,16.33,10,8370.91,2646.47,0,939,734
3,1,16.33,8,9252.82,2448.46,0,934,734
3,1,17.00,9,10125.65,3056.27,0,933,734
3,1,16.00,8,10168.34,2992.40,0,931,734
3,1,15.67,9,9294.70,3135.92,0,930,734
3,1,12.00,7,5034.85,791.45,0,737,734
3,1,8.67,1,3068.83,160.89,0,735,734
3,1,10.67,5,7326.70,1478.96,0,993,733
3,1,11.67,4,6648.14,1096.84,0,981,733
3,1,11.33,3,6151.04,957.46,0,951,733
3,1,11.67,10,6657.82,3072.62,0,941,733
3,1,12.33,11,7156.72,2712.89,0,939,733
3,1,11.67,9,7043.07,2514.88,0,934,733
3,1,12.00,10,7684.03,3122.70,0,933,733
3,1,11.33,9,7188.09,3058.83,0,931,733
3,1,7.00,3,1754.89,220.58,0,744,733
3,1,8.33,5,1957.47,515.31,0,737,733
3,1,7.33,4,1958.56,372.82,0,735,733
3,1,18.67,6,9786.22,1611.86,0,993,731
3,1,17.67,5,7441.34,1229.73,0,981,731
3,1,17.33,4,6944.25,1090.36,0,951,731
3,1,20.67,11,10048.90,3205.52,0,941,731
3,1,21.00,12,10139.04,2845.79,0,939,731
3,1,19.33,12,10836.83,3405.47,0,936,731
3,1,20.67,11,11129.67,2795.72,0,935,731
3,1,20.33,10,10025.40,2647.78,0,934,731
3,1,21.33,11,11293.36,3255.59,0,933,731
3,1,20.33,10,11503.91,3191.72,0,931,731
3,1,20.67,11,11565.31,3335.24,0,930,731
3,1,20.67,11,10082.95,2791.03,0,929,731
3,1,12.67,2,3804.18,242.10,0,744,731
3,1,12.33,3,3798.28,347.58,0,742,731
3,1,12.00,6,4697.15,247.14,0,737,731
3,1,12.33,1,3711.34,89.87,0,735,731
3,1,12.00,2,3701.46,250.76,0,734,731
3,1,13.33,5,5096.86,462.69,0,733,731
3,1,12.67,6,6567.85,1513.58,0,993,729
3,1,13.33,5,6853.83,1131.46,0,981,729
3,1,13.00,4,6356.74,992.09,0,951,729
3,1,14.33,11,7795.07,3107.25,0,941,729
3,1,14.33,12,7093.47,2747.51,0,939,729
3,1,12.33,9,7478.82,1936.38,0,936,729
3,1,13.33,11,7451.99,2697.45,0,935,729
3,1,14.00,10,6726.67,2549.50,0,934,729
3,1,14.00,11,7918.33,3157.32,0,933,729
3,1,13.33,10,7422.38,3093.45,0,931,729
3,1,13.67,10,8207.30,2006.61,0,930,729
3,1,13.67,11,7410.29,2692.75,0,929,729
3,1,8.33,4,1427.09,255.21,0,744,729
3,1,8.67,3,1584.00,249.30,0,742,729
3,1,9.33,5,2125.08,668.78,0,737,729
3,1,8.67,5,1630.76,407.44,0,735,729
3,1,12.00,4,4297.54,397.56,0,734,729
3,1,4.00,1,807.80,34.62,0,733,729
3,1,14.33,6,5191.48,497.31,0,731,729
3,1,24.33,9,11435.69,2503.44,0,993,708
3,1,21.67,8,9578.87,2121.32,0,981,708
3,1,21.33,7,9081.77,1981.94,0,951,708
3,1,26.33,14,11906.83,4097.11,0,941,708
3,1,26.67,15,11788.51,3737.37,0,939,708
3,1,25.00,15,12563.78,4297.05,0,936,708
3,1,26.00,14,12444.95,3687.31,0,935,708
3,1,26.67,13,12298.61,3539.36,0,934,708
3,1,26.67,14,12371.11,4147.18,0,933,708
3,1,26.00,13,12415.34,4083.31,0,931,708
3,1,26.00,14,12764.22,4226.82,0,930,708
3,1,26.33,14,11732.42,3682.61,0,929,708
3,1,16.67,5,5941.71,1133.69,0,744,708
3,1,16.33,6,5935.80,1239.16,0,742,708
3,1,18.33,9,6209.64,1138.73,0,737,708
3,1,16.33,4,5848.87,981.46,0,735,708
3,1,16.00,5,5838.99,1142.34,0,734,708
3,1,18.67,8,6738.46,1354.27,0,733,708
3,1,16.67,3,5668.95,891.58,0,731,708
3,1,21.33,9,7369.77,1388.90,0,729,708
3,1,23.67,8,11314.32,2487.26,0,993,706
3,1,21.00,7,9457.50,2105.14,0,981,706
3,1,20.67,6,8960.41,1965.76,0,951,706
3,1,25.67,13,11785.46,4080.93,0,941,706
3,1,26.00,14,11667.15,3721.19,0,939,706
3,1,24.33,14,12442.41,4280.87,0,936,706
3,1,25.33,13,12323.58,3671.13,0,935,706
3,1,26.00,12,12177.25,3523.18,0,934,706
3,1,26.00,13,12249.74,4131.00,0,933,706
3,1,25.33,12,12293.97,4067.13,0,931,706
3,1,25.33,13,12642.86,4210.64,0,930,706
3,1,25.67,13,11611.05,3666.43,0,929,706
3,1,16.00,4,5820.34,1117.51,0,744,706
3,1,15.67,5,5814.43,1222.98,0,742,706
3,1,17.67,8,6088.27,1122.55,0,737,706
3,1,15.67,3,5727.50,965.28,0,735,706
3,1,15.33,4,5717.62,1126.16,0,734,706
3,1,18.33,7,6194.68,1338.09,0,733,706
3,1,16.00,2,5547.58,875.40,0,731,706
3,1,20.67,8,7248.41,1372.72,0,729,706
3,1,8.33,1,2784.23,16.18,0,708,706
3,1,25.00,10,11835.88,2521.09,0,993,705
3,1,22.00,9,9596.19,2138.97,0,981,705
3,1,21.67,8,9099.10,1999.59,0,951,705
3,1,26.67,15,11902.40,4114.76,0,941,705
3,1,27.33,16,12188.71,3755.02,0,939,705
3,1,25.67,16,12886.50,4314.70,0,936,705
3,1,26.67,15,12845.14,3704.96,0,935,705
3,1,26.33,14,11692.19,3557.01,0,934,705
3,1,27.33,15,12771.30,4164.83,0,933,705
3,1,26.67,14,13553.58,4100.96,0,931,705
3,1,26.67,15,13086.94,4244.47,0,930,705
3,1,27.00,15,12817.96,3700.26,0,929,705
3,1,17.00,6,5959.03,1151.34,0,744,705
3,1,16.67,7,5953.13,1256.81,0,742,705
3,1,18.67,10,6226.96,1156.38,0,737,705
3,1,16.67,5,5866.19,999.11,0,735,705
3,1,16.33,6,5856.31,1159.99,0,734,705
3,1,19.00,9,6755.78,1371.92,0,733,705
3,1,17.00,4,5686.27,909.23,0,731,705
3,1,20.33,10,6427.99,1406.55,0,729,705
3,1,8.67,1,2800.84,17.65,0,708,705
3,1,8.67,2,2801.56,33.83,0,706,705
3,1,24.00,7,11415.96,2431.45,0,993,703
3,1,21.33,6,9559.14,2049.33,0,981,703
3,1,21.00,5,9062.04,1909.95,0,951,703
3,1,26.00,12,11887.10,4025.12,0,941,703
3,1,26.33,13,11768.78,3665.38,0,939,703
3,1,24.67,13,12544.05,4225.06,0,936,703
3,1,25.67,12,12425.22,3615.32,0,935,703
3,1,26.33,11,12278.88,3467.37,0,934,703
3,1,26.33,12,12351.38,4075.19,0,933,703
3,1,25.67,11,12395.61,4011.32,0,931,703
3,1,25.67,12,12744.49,4154.83,0,930,703
3,1,26.00,12,11712.69,3610.62,0,929,703
3,1,16.33,3,5921.98,1061.70,0,744,703
3,1,16.00,4,5916.07,1167.17,0,742,703
3,1,18.00,7,6189.90,1066.74,0,737,703
3,1,16.00,2,5829.14,909.47,0,735,703
3,1,15.67,3,5819.25,1070.36,0,734,703
3,1,18.67,6,6296.31,1282.29,0,733,703
3,1,16.33,1,5649.21,819.60,0,731,703
3,1,21.00,7,7350.04,1316.91,0,729,703
3,1,10.00,2,2983.55,71.99,0,708,703
3,1,9.33,1,2862.18,55.81,0,706,703
3,1,10.33,3,3000.87,89.64,0,705,703
3,1,22.33,8,9648.31,2244.36,0,993,644
3,1,16.67,7,5720.40,1862.24,0,981,644
3,1,17.00,6,6246.63,1722.87,0,951,644
3,1,26.00,13,10732.62,3838.03,0,941,644
3,1,26.67,14,11852.12,3478.29,0,939,644
3,1,24.67,14,11312.09,4037.97,0,936,644
3,1,25.67,13,11270.74,3428.23,0,935,644
3,1,26.00,12,11760.23,3280.28,0,934,644
3,1,26.33,13,11737.08,3888.10,0,933,644
3,1,25.67,12,12364.37,3824.23,0,931,644
3,1,25.67,13,11512.54,3967.74,0,930,644
3,1,26.00,13,11628.75,3423.53,0,929,644
3,1,15.33,6,5744.25,1085.55,0,744,644
3,1,14.33,5,5476.42,980.08,0,742,644
3,1,19.33,11,5690.45,1623.28,0,737,644
3,1,12.67,5,4068.98,992.71,0,735,644
3,1,11.67,4,3663.02,831.83,0,734,644
3,1,18.00,7,5280.95,1194.76,0,733,644
3,1,16.00,6,4701.62,1082.59,0,731,644
3,1,19.33,8,4953.15,1229.39,0,729,644
3,1,20.00,9,6839.14,1974.17,0,708,644
3,1,19.33,8,6717.77,1957.99,0,706,644
3,1,20.33,10,6856.47,1991.82,0,705,644
3,1,19.67,7,6819.41,1902.18,0,703,644
3,1,8.67,1,5281.31,122.97,0,993,636
3,1,5.67,1,4475.84,398.53,0,951,636
3,1,12.67,6,7105.35,1716.64,0,941,636
3,1,13.00,7,7195.49,1356.90,0,939,636
3,1,12.67,7,8196.29,1916.58,0,936,636
3,1,12.33,6,7902.15,1306.84,0,935,636
3,1,12.33,5,7081.85,1158.89,0,934,636
3,1,13.00,6,7786.82,1766.71,0,933,636
3,1,12.00,5,7997.37,1702.84,0,931,636
3,1,12.67,6,8118.48,1846.35,0,930,636
3,1,12.33,6,7261.75,1302.14,0,929,636
3,1,9.33,3,6592.34,1246.78,0,744,636
3,1,8.33,2,6316.10,1141.31,0,742,636
3,1,13.33,8,7269.76,1784.50,0,737,636
3,1,11.33,4,6795.63,1399.01,0,735,636
3,1,9.33,3,6635.13,1289.57,0,734,636
3,1,11.67,4,6907.29,1355.99,0,733,636
3,1,17.67,5,7700.50,1488.89,0,731,636
3,1,13.33,5,7112.98,1390.61,0,729,636
3,1,21.67,8,9838.02,2380.47,0,708,636
3,1,21.00,7,9716.65,2364.29,0,706,636
3,1,22.00,9,9855.35,2398.12,0,705,636
3,1,21.33,6,9818.29,2308.48,0,703,636
3,1,19.67,7,8569.71,2121.39,0,644,636
3,1,5.33,1,2999.24,90.06,0,993,635
3,1,9.67,4,4265.27,1108.65,0,981,635
3,1,9.33,3,5375.00,611.56,0,951,635
3,1,6.33,5,4092.98,1125.98,0,934,635
3,1,7.00,6,4245.15,1733.80,0,933,635
3,1,8.33,5,4761.41,1669.93,0,931,635
3,1,9.00,6,5977.57,1813.44,0,930,635
3,1,13.00,5,7491.51,1459.81,0,744,635
3,1,17.00,10,8168.93,1997.53,0,737,635
3,1,15.00,6,8237.72,1612.04,0,735,635
3,1,20.33,7,10985.28,1701.92,0,731,635
3,1,14.33,7,7766.91,1603.64,0,729,635
3,1,25.33,10,10737.19,2593.50,0,708,635
3,1,24.67,9,10615.82,2577.32,0,706,635
3,1,26.67,11,13034.95,2611.15,0,705,635
3,1,25.00,8,10717.46,2521.51,0,703,635
3,1,22.67,9,9730.32,2334.42,0,644,635
3,1,9.00,2,5363.32,213.03,0,636,635
3,1,6.33,2,4711.01,929.02,0,993,6
3,1,11.33,5,7149.02,1947.62,0,981,6
3,1,10.00,4,6385.04,1450.52,0,951,6
3,1,5.67,4,3394.61,1310.17,0,941,6
3,1,6.00,5,3034.88,950.62,0,939,6
3,1,6.00,3,3480.63,752.61,0,934,6
3,1,6.00,4,3617.28,1360.24,0,933,6
3,1,6.33,3,4396.36,1296.37,0,931,6
3,1,7.33,4,4538.91,1439.88,0,930,6
3,1,10.67,6,6440.00,2298.77,0,744,6
3,1,14.00,9,6796.14,1119.71,0,737,6
3,1,12.33,7,6583.08,2451.01,0,735,6
3,1,17.67,8,9330.64,2540.88,0,731,6
3,1,11.67,8,6112.27,2442.61,0,729,6
3,1,23.33,11,10980.11,3432.46,0,708,6
3,1,22.67,10,10858.75,3416.28,0,706,6
3,1,24.00,12,11380.31,3450.11,0,705,6
3,1,23.00,9,10960.38,3360.47,0,703,6
3,1,23.00,10,9805.90,3173.39,0,644,6
3,1,9.67,3,6373.36,1051.99,0,636,6
3,1,19.67,12,9522.96,2234.55,0,993,565
3,1,20.33,11,10525.15,1852.42,0,981,565
3,1,20.00,10,10516.46,1713.05,0,951,565
3,1,20.33,15,9808.89,2255.06,0,941,565
3,1,20.67,16,10443.11,2271.52,0,939,565
3,1,18.67,13,9024.74,2266.42,0,936,565
3,1,20.00,16,10555.47,2887.52,0,935,565
3,1,20.00,15,9785.39,2199.39,0,934,565
3,1,20.67,15,10477.74,2305.13,0,933,565
3,1,19.67,14,10148.12,2241.26,0,931,565
3,1,19.67,14,9225.18,2336.65,0,930,565
3,1,20.33,16,9842.94,2342.64,0,929,565
3,1,14.67,10,5592.25,976.17,0,744,565
3,1,15.00,9,5749.16,970.27,0,742,565
3,1,13.00,5,4662.95,354.86,0,737,565
3,1,15.00,11,5841.75,1128.40,0,735,565
3,1,18.33,10,8462.70,1118.52,0,734,565
3,1,12.33,8,4577.26,901.39,0,733,565
3,1,14.67,11,5118.30,602.00,0,731,565
3,1,13.33,9,4768.56,936.02,0,729,565
3,1,21.00,14,6630.78,1493.58,0,708,565
3,1,20.33,13,6509.42,1477.40,0,706,565
3,1,21.33,15,6648.11,1511.24,0,705,565
3,1,20.67,12,6611.05,1421.60,0,703,565
3,1,24.33,14,7367.51,1950.35,0,644,565
3,1,20.33,11,11272.71,2111.58,0,636,565
3,1,21.00,13,10790.10,2324.61,0,635,565
3,1,18.33,12,9117.52,1446.78,0,565,6
3,1,19.67,13,9505.26,2434.53,0,993,449
3,1,20.33,12,10507.45,2052.41,0,981,449
3,1,20.00,11,10010.35,1913.03,0,951,449
3,1,20.33,16,9791.19,2455.04,0,941,449
3,1,20.67,17,10425.41,2471.51,0,939,449
3,1,20.00,16,9767.69,2399.37,0,934,449
3,1,20.67,16,10460.04,2505.11,0,933,449
3,1,19.67,15,10130.42,2441.24,0,931,449
3,1,19.67,15,9207.48,2536.63,0,930,449
3,1,14.67,11,5574.55,1176.16,0,744,449
3,1,13.00,6,4645.25,554.84,0,737,449
3,1,15.00,12,5824.05,1328.39,0,735,449
3,1,14.67,12,5100.60,801.98,0,731,449
3,1,13.33,10,4750.86,1136.00,0,729,449
3,1,21.00,15,6613.09,1581.63,0,708,449
3,1,21.33,16,6630.41,1599.28,0,705,449
3,1,20.67,13,6593.35,1621.58,0,703,449
3,1,24.33,15,7349.81,2150.33,0,644,449
3,1,20.33,12,11255.01,2311.56,0,636,449
3,1,3.33,1,1383.93,199.98,0,565,449
3,1,10.00,8,5911.77,1592.15,0,993,402
3,1,13.00,7,7207.25,1210.03,0,981,402
3,1,12.67,6,6710.15,1070.65,0,951,402
3,1,11.00,10,5226.00,1635.63,0,941,402
3,1,11.33,10,5312.02,1650.86,0,934,402
3,1,11.33,10,5448.85,1685.70,0,933,402
3,1,10.67,9,5493.09,1621.83,0,931,402
3,1,12.00,9,6123.06,1788.12,0,930,402
3,1,10.33,6,2106.62,333.78,0,744,402
3,1,9.33,6,1784.52,463.12,0,737,402
3,1,10.67,7,2684.22,486.01,0,735,402
3,1,15.67,8,5274.90,575.88,0,731,402
3,1,8.00,5,1799.65,238.22,0,729,402
3,1,21.00,11,7044.36,1467.46,0,708,402
3,1,20.33,10,6923.00,1451.28,0,706,402
3,1,21.33,12,7061.69,1485.12,0,705,402
3,1,20.67,9,7024.63,1395.48,0,703,402
3,1,21.33,10,5632.68,1307.95,0,644,402
3,1,13.00,7,7466.40,1469.18,0,636,402
3,1,13.00,9,4698.57,801.59,0,565,402
3,1,15.67,8,7426.69,1443.25,0,993,358
3,1,8.33,6,4168.85,757.98,0,981,358
3,1,8.67,7,4695.08,897.35,0,951,358
3,1,20.33,13,10060.58,3036.91,0,941,358
3,1,20.00,14,9630.50,2677.18,0,939,358
